beneficiary_id,age,last_transaction_days,monthly_amount,transaction_frequency,aadhaar_verified,bank_account_reuse_count,death_record_match,location_mismatch,fraud_label
B01813,59,20,4413,3,1,1,0,0,0
B01814,88,19,2616,4,1,1,1,0,1
B01815,57,27,1767,2,0,1,0,0,0
B01816,20,22,3511,3,0,1,0,0,1
B01817,41,6,2485,4,1,1,0,0,0
B01818,48,9,2398,7,0,1,0,0,1
B01819,66,22,1985,1,1,1,0,0,0
B01820,59,28,1589,4,1,1,0,0,0
B01821,77,21,3342,6,1,1,0,0,1
B01822,55,9,3594,1,1,1,0,0,0
B01823,71,22,4666,8,1,1,0,0,1
B01824,47,2,4285,1,0,1,0,0,0
B01825,74,15,2970,1,1,1,0,0,0
B01826,67,16,2985,3,1,1,0,0,0
B01827,47,3,3086,4,1,1,0,0,0
B01828,48,21,2548,9,1,1,0,0,1
B01829,79,21,3228,1,1,1,0,0,0
B01830,70,20,4170,4,1,1,0,0,0
B01831,87,7,3186,4,1,1,0,0,0
B01832,76,8,4493,3,1,1,0,0,0
B01833,85,20,3172,1,1,5,0,0,1
B01834,52,21,3823,2,1,1,0,0,0
B01835,72,20,4904,4,1,1,0,0,0
B01836,82,13,4973,4,0,1,0,0,0
B01837,66,29,1427,2,1,1,0,0,0
B01838,68,5,4539,2,0,1,0,0,0
B01839,80,12,4863,1,1,1,0,0,0
B01840,33,11,3762,3,1,1,0,0,0
B01841,72,6,2344,3,0,1,0,0,0
B01842,91,28,4517,2,1,1,0,0,0
B01843,68,26,1666,4,0,1,0,0,1
B01844,55,15,2017,2,1,1,0,0,0
B01845,60,5,3264,4,1,1,0,0,0
B01846,70,11,2438,2,1,1,0,0,0
B01847,62,203,2270,4,1,1,0,0,1
B01848,45,29,4833,2,1,1,0,0,0
B01849,52,12,4929,4,1,1,0,0,0
B01850,97,2,4946,3,1,1,1,0,1
B01851,76,16,1461,2,0,1,0,0,0
B01852,40,15,2439,1,1,1,0,0,0
B01853,92,2,3455,4,0,1,1,0,1
B01854,79,6,4414,2,1,1,0,0,0
B01855,63,2,1831,1,1,1,0,0,0
B01856,99,1,1879,5,1,1,1,0,1
B01857,67,4,4877,2,1,1,0,0,0
B01858,22,1,1487,1,1,1,0,0,0
B01859,43,28,2317,4,1,1,0,0,0
B01860,74,11,2643,3,1,1,0,0,0
B01861,78,17,1395,2,1,1,0,0,0
B01862,70,3,2556,3,0,1,0,0,1
B01863,84,21,3278,1,1,1,0,0,0
B01864,29,25,4890,1,1,1,0,0,0
B01865,60,25,2573,4,1,1,0,0,0
B01866,97,22,3070,4,0,1,0,0,0
B01867,86,13,4603,1,0,1,0,0,0
B01868,52,26,1897,4,1,1,0,0,0
B01869,66,4,3597,3,1,1,0,0,0
B01870,59,7,2722,3,1,1,0,0,0
B01871,52,14,1335,1,1,1,0,0,0
B01872,46,4,2561,3,1,1,0,0,0
B01873,65,8,1353,4,1,1,0,0,0
B01874,73,22,4022,1,1,1,0,0,0
B01875,87,2,2757,3,1,1,1,0,1
B01876,64,9,1141,1,0,1,0,0,0
B01877,74,7,1743,1,0,1,0,0,0
B01878,73,19,4767,1,1,1,0,0,0
B01879,98,20,1794,4,1,1,0,0,0
B01880,50,17,1068,2,1,4,0,0,1
B01881,77,20,4369,3,1,1,0,0,0
B01882,74,2,2529,4,1,1,0,0,0
B01883,36,22,1835,3,1,1,0,0,0
B01884,68,21,4053,3,1,1,0,0,0
B01885,56,9,4646,1,1,1,0,0,0
B01886,48,28,1235,2,1,1,0,0,0
B01887,65,21,4267,3,1,1,0,0,0
B01888,71,21,4674,1,0,1,0,0,0
B01889,97,16,1179,1,1,1,0,0,0
B01890,37,5,3488,3,1,1,0,0,0
B01891,36,1,3515,1,1,1,0,0,0
B01892,68,13,2781,3,1,1,0,0,0
B01893,66,23,2379,4,1,1,0,0,0
B01894,57,3,2171,4,1,1,0,0,0
B01895,68,9,3952,4,1,1,0,0,0
B01896,41,27,3521,2,1,1,0,0,0
B01897,93,28,1554,8,1,1,0,0,1
B01898,66,2,3567,1,1,1,0,0,0
B01899,56,3,2908,8,1,1,0,0,1
B01900,68,27,4973,1,1,1,0,0,0
B01901,63,10,3887,1,1,1,0,0,0
B01902,94,11,1031,2,1,1,0,0,0
B01903,75,15,4894,1,0,1,0,0,1
B01904,77,28,1184,4,1,1,1,0,1
B01905,47,20,2495,4,1,1,0,0,0
B01906,71,14,3769,4,1,1,0,0,0
B01907,41,28,2919,4,1,1,0,0,0
B01908,63,1,2070,3,1,1,0,0,0
B01909,57,12,1789,1,1,1,0,0,0
B01910,61,10,2190,3,1,1,0,0,0
B01911,59,15,4771,4,1,1,0,0,0
B01912,69,14,3064,1,1,1,0,0,0
B01913,98,22,2225,3,1,1,1,0,1
B01914,26,7,4626,4,1,1,0,0,0
B01915,67,25,3694,2,0,1,0,0,0
B01916,56,22,4536,4,1,1,0,0,0
B01917,69,27,4841,2,1,1,0,0,0
B01918,71,23,4807,4,1,1,0,0,0
B01919,57,17,2410,1,0,1,0,0,1
B01920,73,17,2185,3,0,1,0,0,0
B01921,48,18,1229,2,1,1,0,0,0
B01922,43,15,3947,3,1,1,0,0,0
B01923,59,27,4145,2,1,1,0,0,0
B01924,60,4,2662,1,1,5,0,0,1
B01925,78,24,3828,4,1,1,0,0,0
B01926,59,8,3912,2,0,1,0,0,0
B01927,26,21,4439,1,0,1,0,0,0
B01928,69,16,4315,1,1,1,0,0,0
B01929,53,21,1530,1,0,1,0,0,1
B01930,92,28,4760,3,1,1,0,0,0
B01931,41,25,1570,4,1,1,0,0,0
B01932,22,6,4421,4,1,1,0,0,0
B01933,51,2,3473,2,1,1,0,0,0
B01934,69,9,1505,2,0,1,0,0,0
B01935,48,5,2596,4,1,1,0,0,0
B01936,46,5,4387,2,0,1,0,0,0
B01937,75,15,4594,8,1,1,0,0,1
B01938,45,20,1834,2,1,1,0,0,0
B01939,44,3,4510,3,1,1,0,0,0
B01940,90,18,3017,4,1,1,1,0,1
B01941,63,13,4240,3,1,1,0,0,0
B01942,54,21,3562,1,1,1,0,0,0
B01943,91,21,2421,5,1,1,1,0,1
B01944,79,7,3639,3,1,1,0,0,0
B01945,37,14,2212,1,1,1,0,0,0
B01946,50,22,3820,1,1,1,0,0,0
B01947,61,12,3359,1,1,1,0,0,0
B01948,37,13,1498,2,1,1,0,0,0
B01949,77,17,2231,3,1,1,0,0,0
B01950,62,12,2106,1,1,1,0,0,0
B01951,37,20,1604,3,1,1,0,0,0
B01952,78,4,1530,4,1,1,0,0,0
B01953,52,19,1157,2,1,1,0,0,0
B01954,56,18,3377,4,1,1,0,0,0
B01955,68,20,3857,3,1,1,0,0,0
B01956,71,21,3902,4,1,1,0,0,0
B01957,33,25,2211,4,1,1,0,0,0
B01958,37,28,3569,3,1,1,0,0,0
B01959,77,16,1030,4,1,1,0,0,0
B01960,69,3,3144,2,1,1,0,0,0
B01961,47,29,3471,3,1,1,0,0,0
B01962,49,13,2571,4,1,1,0,0,0
B01963,57,301,3378,1,1,1,0,0,1
B01964,50,28,2566,4,1,1,0,0,0
B01965,38,27,4931,1,1,1,0,0,0
B01966,61,19,1529,1,1,1,0,0,0
B01967,96,23,3045,5,1,1,1,0,1
B01968,43,24,4679,2,1,1,0,0,0
B01969,53,6,1953,4,1,1,0,0,0
B01970,47,27,1183,4,1,1,0,0,0
B01971,78,9,3906,4,1,1,0,0,0
B01972,67,15,2006,3,1,1,0,0,0
B01973,76,11,1489,3,1,1,0,0,0
B01974,82,11,2169,1,1,1,0,0,0
B01975,94,21,1486,2,1,1,0,0,0
B01976,89,23,3060,6,1,1,0,0,1
B01977,61,15,4907,1,1,1,0,0,0
B01978,20,13,4366,3,0,1,0,0,1
B01979,91,27,2491,4,1,1,0,0,0
B01980,48,9,3721,3,1,1,0,0,0
B01981,67,13,3912,2,1,1,0,0,0
B01982,69,1,2405,4,1,1,0,0,0
B01983,66,6,3512,4,1,4,0,0,1
B01984,25,17,4521,3,1,1,0,0,0
B01985,41,20,4853,3,0,1,0,0,0
B01986,72,12,1986,3,1,1,0,0,0
B01987,72,4,3006,2,1,1,0,0,0
B01988,47,194,1240,1,1,1,0,0,1
B01989,59,5,4693,4,1,1,0,0,0
B01990,59,23,4479,2,1,1,0,0,0
B01991,42,10,1386,4,1,1,0,0,0
B01992,60,12,1962,1,1,1,0,0,0
B01993,95,5,1991,1,1,1,0,0,0
B01994,58,21,1020,3,1,1,0,0,0
B01995,65,2,4648,2,1,1,0,0,0
B01996,65,21,1190,4,1,1,0,0,0
B01997,69,6,2110,2,1,1,0,0,0
B01998,64,17,2078,4,1,1,0,0,0
B01999,86,16,1616,1,1,1,0,0,0
B02000,75,11,3254,6,1,1,0,0,1
B02001,34,3,2133,4,1,1,0,0,0
B02002,76,16,4796,3,1,1,0,0,0
B02003,71,10,4081,2,1,1,0,0,0
B02004,55,15,1892,1,1,1,0,0,0
B02005,66,8,3293,2,1,1,0,0,0
B02006,80,12,2657,5,1,1,1,0,1
B02007,70,24,2284,2,1,1,0,0,0
B02008,40,14,2109,2,0,1,0,0,0
B02009,55,12,1309,1,1,1,0,0,0
B02010,32,17,1922,1,0,1,0,0,0
B02011,82,18,4856,1,1,1,0,0,0
B02012,72,6,4271,3,1,1,0,0,0
B02013,76,29,1448,3,1,1,0,0,0
B02014,70,3,1213,2,0,1,0,0,0
B02015,78,13,4035,3,1,1,0,0,0
B02016,53,17,2477,2,1,1,0,0,0
B02017,66,21,3886,3,0,1,0,0,0
B02018,84,8,2053,3,1,1,0,0,0
B02019,74,12,4107,3,1,1,0,0,0
B02020,86,26,3286,1,1,1,0,0,0
B02021,52,3,1764,3,1,1,0,0,0
B02022,73,14,4185,3,1,4,0,0,1
B02023,97,20,1049,3,1,1,0,0,0
B02024,83,18,2908,3,0,1,1,0,1
B02025,40,14,4585,4,1,1,0,0,0
B02026,53,10,2683,1,1,1,0,0,0
B02027,92,16,2758,5,0,1,1,0,1
B02028,74,27,1958,1,1,1,0,0,0
B02029,64,2,2384,1,1,1,0,0,0
B02030,53,6,3765,2,0,1,0,0,1
B02031,80,18,2168,4,1,1,0,0,0
B02032,75,8,2529,2,1,1,0,0,0
B02033,78,3,3688,3,1,1,0,0,0
B02034,64,17,3752,2,1,1,0,0,0
B02035,74,7,2498,3,1,1,0,0,0
B02036,77,11,3691,3,1,1,0,0,0
B02037,60,1,2485,4,1,1,0,0,0
B02038,85,5,2929,2,1,1,0,0,0
B02039,73,12,4746,1,1,1,0,0,0
B02040,76,22,3441,2,1,1,0,0,0
B02041,63,2,2496,4,0,1,0,0,0
B02042,79,26,2238,3,1,1,0,0,0
B02043,66,18,2143,4,0,1,0,0,1
B02044,66,7,1253,1,1,1,0,0,0
B02045,65,186,4607,2,1,1,0,0,1
B02046,62,21,4449,4,1,1,0,0,0
B02047,59,29,1261,8,1,1,0,0,1
B02048,24,28,2725,4,1,1,0,0,0
B02049,60,15,2269,4,1,1,0,0,0
B02050,98,7,4460,2,1,1,0,0,0
B02051,72,24,4270,1,0,1,0,0,0
B02052,46,20,3440,9,1,1,0,0,1
B02053,83,1,3124,4,1,1,1,0,1
B02054,92,16,2846,2,1,1,0,0,0
B02055,68,13,1846,4,1,1,0,0,0
B02056,85,17,4084,4,1,1,0,0,0
B02057,70,4,3103,3,1,1,0,0,0
B02058,72,26,4411,1,1,1,0,0,0
B02059,92,9,1682,4,1,1,1,0,1
B02060,60,20,1496,3,1,1,0,0,0
B02061,73,26,2589,1,1,1,0,0,0
B02062,21,23,4265,2,1,1,0,0,0
B02063,66,29,4654,4,1,1,0,0,0
B02064,72,2,1527,4,1,1,0,0,0
B02065,50,15,4767,4,1,1,0,0,0
B02066,25,2,4591,1,1,1,0,0,0
B02067,51,20,1753,3,1,1,0,0,0
B02068,66,15,1969,2,1,1,0,0,0
B02069,64,6,2362,4,1,1,0,0,0
B02070,68,14,4628,4,1,1,0,0,0
B02071,59,15,1071,4,1,1,0,0,0
B02072,45,29,4331,3,1,1,0,0,0
B02073,54,26,3132,2,1,1,0,0,0
B02074,42,26,3973,3,1,1,0,0,0
B02075,73,26,1930,4,1,1,0,0,0
B02076,62,20,2265,3,1,1,0,0,0
B02077,67,13,2692,1,1,1,0,0,0
B02078,63,10,4658,2,1,1,0,0,0
B02079,75,9,1110,4,1,1,0,0,0
B02080,48,313,2220,3,1,1,0,0,1
B02081,89,25,4044,2,1,1,0,0,0
B02082,97,23,4039,3,1,1,0,0,0
B02083,26,10,2581,1,1,1,0,0,0
B02084,55,8,3575,2,1,1,0,0,0
B02085,80,29,4773,1,1,1,0,0,0
B02086,76,8,1896,4,1,1,0,0,0
B02087,69,7,1622,3,1,1,0,0,0
B02088,49,13,1338,2,0,1,0,0,0
B02089,97,17,1284,3,1,1,0,0,0
B02090,51,28,3718,1,1,1,0,0,0
B02091,87,20,1562,3,1,1,1,0,1
B02092,76,2,3031,2,1,1,0,0,0
B02093,61,29,3087,1,1,1,0,0,0
B02094,83,27,1532,5,1,1,1,0,1
B02095,64,12,1783,1,1,1,0,0,0
B02096,38,11,2171,3,1,1,0,0,0
B02097,66,23,2685,2,1,1,0,0,0
B02098,97,1,3871,3,1,1,0,0,0
B02099,53,11,3209,4,1,1,0,0,0
B02100,21,5,2140,1,0,1,0,0,1
B02101,79,18,2993,4,1,1,0,0,0
B02102,69,11,1640,2,1,1,0,0,0
B02103,57,4,1020,3,1,1,0,0,0
B02104,72,27,3813,3,1,1,0,0,0
B02105,59,17,2280,4,1,1,0,0,0
B02106,26,4,1415,1,0,1,0,0,0
B02107,60,1,3502,1,1,1,0,0,0
B02108,21,13,2416,4,0,1,0,0,0
B02109,87,16,4942,1,1,1,0,0,0
B02110,96,16,3410,1,1,1,0,0,0
B02111,47,5,3286,2,0,1,0,0,0
B02112,52,20,1904,1,1,1,0,0,0
B02113,31,28,3848,4,1,1,0,0,0
B02114,76,14,3704,4,1,1,0,0,0
B02115,74,2,2546,2,1,1,0,0,0
B02116,47,24,3518,2,1,1,0,0,0
B02117,63,6,2954,4,1,1,0,0,0
B02118,55,23,1691,4,1,1,0,0,0
B02119,59,29,2967,4,1,1,0,0,0
B02120,72,26,1164,3,1,1,0,0,0
B02121,97,18,2021,2,1,1,0,0,0
B02122,46,14,1196,1,0,1,0,0,0
B02123,36,15,2637,3,1,1,0,0,0
B02124,74,25,2890,2,1,1,0,0,0
B02125,92,15,3425,4,1,1,0,0,0
B02126,70,24,4141,2,1,1,0,0,0
B02127,72,24,2184,4,0,1,0,0,1
B02128,79,17,1655,3,1,1,0,0,0
B02129,71,1,1442,1,1,1,0,0,0
B02130,97,13,2707,3,1,1,1,0,1
B02131,43,10,4904,2,1,1,0,0,0
B02132,28,28,1784,1,1,1,0,0,0
B02133,66,24,4609,3,1,1,0,0,0
B02134,29,19,2318,3,1,1,0,0,0
B02135,53,21,3251,1,1,1,0,0,0
B02136,77,27,4179,3,0,1,0,0,0
B02137,45,25,3134,1,0,1,0,0,1
B02138,96,15,3893,4,1,1,0,0,0
B02139,76,24,4743,4,1,1,0,0,0
B02140,43,13,1089,2,0,1,0,0,0
B02141,20,20,3684,1,1,1,0,0,0
B02142,33,21,2963,4,1,1,0,0,0
B02143,33,2,4746,1,1,1,0,0,0
B02144,21,5,1459,3,1,1,0,0,0
B02145,51,16,2374,4,1,1,0,0,0
B02146,57,25,4521,3,1,1,0,0,0
B02147,85,20,1968,1,1,1,0,0,0
B02148,47,27,1222,4,1,1,0,0,0
B02149,65,9,4842,1,1,1,0,0,0
B02150,54,13,1959,2,1,4,0,0,1
B02151,83,5,1934,5,1,1,1,0,1
B02152,99,19,4652,3,1,1,0,0,0
B02153,77,352,3095,1,1,1,0,0,1
B02154,53,18,1293,4,1,1,0,0,0
B02155,45,28,1770,2,0,1,0,0,0
B02156,77,24,1158,1,1,1,0,0,0
B02157,95,12,2050,4,1,1,0,0,0
B02158,41,7,4615,1,1,1,0,0,0
B02159,70,16,3531,1,1,1,0,0,0
B02160,47,7,4857,3,1,1,0,0,0
B02161,73,1,4914,4,1,4,0,0,1
B02162,61,19,4042,1,1,1,0,0,0
B02163,57,7,1887,2,1,1,0,0,0
B02164,78,9,3726,3,1,1,0,0,0
B02165,57,13,4431,1,1,1,0,0,0
B02166,77,3,4607,2,1,1,0,0,0
B02167,69,13,3612,2,1,1,0,0,0
B02168,42,19,2873,1,1,1,0,0,0
B02169,97,1,2211,2,1,1,0,0,0
B02170,61,1,4363,2,1,1,0,0,0
B02171,94,7,1099,3,1,1,0,0,0
B02172,47,14,3266,2,1,1,0,0,0
B02173,40,24,3962,3,1,1,0,0,0
B02174,78,24,2716,4,1,1,0,0,0
B02175,41,27,3311,1,1,1,0,0,0
B02176,32,3,3880,2,1,1,0,0,0
B02177,83,25,2154,4,0,1,1,0,1
B02178,66,7,2798,3,1,1,0,0,0
B02179,41,18,4014,3,1,1,0,0,0
B02180,66,12,1130,2,1,1,0,0,0
B02181,44,6,2267,1,1,1,0,0,0
B02182,82,27,3664,5,1,1,1,0,1
B02183,58,5,4508,2,0,1,0,0,0
B02184,60,9,4190,4,1,1,0,0,0
B02185,56,13,3581,1,1,1,0,0,0
B02186,64,26,2663,1,1,1,0,0,0
B02187,44,8,2691,1,1,1,0,0,0
B02188,98,7,1627,1,1,1,0,0,0
B02189,88,14,1009,1,1,1,0,0,0
B02190,45,196,3749,3,1,1,0,0,1
B02191,67,8,2339,1,1,1,0,0,0
B02192,78,22,3147,7,0,1,0,0,1
B02193,83,4,4905,3,1,1,1,0,1
B02194,45,7,1128,3,1,1,0,0,0
B02195,60,21,1832,3,1,1,0,0,0
B02196,73,23,3563,3,1,1,0,0,0
B02197,69,20,4298,3,1,1,0,0,0
B02198,37,17,4374,2,1,1,0,0,0
B02199,39,6,1958,3,1,1,0,0,0
B02200,70,16,4447,3,1,1,0,0,0
B02201,46,10,4819,4,1,1,0,0,0
B02202,56,26,2514,2,1,1,0,0,0
B02203,54,18,1272,3,1,1,0,0,0
B02204,55,15,1413,3,1,1,0,0,0
B02205,59,4,1191,1,1,5,0,0,1
B02206,44,5,3447,3,1,1,0,0,0
B02207,34,8,1081,9,1,1,0,0,1
B02208,77,29,2789,1,1,1,0,0,0
B02209,91,19,2376,3,1,1,0,0,0
B02210,66,13,2042,3,1,1,0,0,0
B02211,40,18,2278,3,1,1,0,0,0
B02212,68,18,4595,1,1,1,0,0,0
B02213,49,20,3913,3,1,1,0,0,0
B02214,67,11,1729,2,1,1,0,0,0
B02215,27,2,4835,3,1,1,0,0,0
B02216,47,5,2242,1,1,1,0,0,0
B02217,55,26,4064,3,0,1,0,0,0
B02218,75,2,1494,3,1,1,0,0,0
B02219,76,1,3651,1,1,1,0,0,0
B02220,58,25,2450,1,0,1,0,0,1
B02221,67,14,4664,1,1,1,0,0,0
B02222,60,221,3362,2,1,1,0,0,1
B02223,50,20,3086,1,1,1,0,0,0
B02224,51,19,4153,1,0,1,0,0,0
B02225,77,25,2660,1,1,1,0,0,0
B02226,65,28,4081,1,1,1,0,0,0
B02227,66,20,2649,9,1,1,0,0,1
B02228,51,18,2767,4,1,1,0,0,0
B02229,43,17,2814,1,1,1,0,0,0
B02230,74,23,3827,1,1,1,0,0,0
B02231,65,29,4989,4,1,1,0,0,0
B02232,40,18,3190,2,1,1,0,0,0
B02233,82,6,2653,3,1,1,0,0,0
B02234,51,25,2235,3,1,1,0,0,0
B02235,88,4,4218,2,1,1,0,0,0
B02236,27,18,3446,3,1,1,0,0,0
B02237,39,24,3959,3,1,1,0,0,0
B02238,64,24,1641,3,1,1,0,0,0
B02239,59,20,2841,1,1,1,0,0,0
B02240,70,7,4050,2,1,1,0,0,0
B02241,75,15,3998,2,1,1,0,0,0
B02242,29,5,2303,3,1,1,0,0,0
B02243,73,16,3966,1,1,1,0,0,0
B02244,74,27,2357,3,1,5,0,0,1
B02245,94,9,1541,3,1,1,0,0,0
B02246,35,4,2693,1,1,1,0,0,0
B02247,74,13,4283,4,0,1,0,0,0
B02248,85,5,1349,2,1,1,0,0,0
B02249,79,28,3806,4,1,1,0,0,0
B02250,74,10,3073,2,1,1,0,0,0
B02251,98,29,3849,2,1,1,0,0,0
B02252,73,26,4891,2,1,1,0,0,0
B02253,53,17,3744,3,1,1,0,0,0
B02254,68,13,1330,1,1,1,0,0,0
B02255,44,28,2775,1,1,1,0,0,0
B02256,24,24,4975,2,1,1,0,0,0
B02257,58,29,3217,3,0,1,0,0,0
B02258,66,16,1111,2,1,1,0,0,0
B02259,82,6,2919,5,1,1,1,0,1
B02260,60,22,2811,2,1,1,0,0,0
B02261,27,28,3645,1,1,1,0,0,0
B02262,39,24,1020,3,1,1,0,0,0
B02263,99,4,3231,3,1,1,0,0,0
B02264,40,5,4140,1,1,1,0,0,0
B02265,32,11,1083,4,1,1,0,0,0
B02266,66,9,3452,1,1,1,0,0,0
B02267,73,21,3672,1,1,1,0,0,0
B02268,67,12,2945,4,1,1,0,0,0
B02269,77,19,2698,4,1,1,0,0,0
B02270,41,14,3418,3,1,1,0,0,0
B02271,79,11,2989,1,1,1,0,0,0
B02272,41,6,3175,3,1,1,0,0,0
B02273,62,14,2733,4,1,1,0,0,0
B02274,42,7,3607,3,1,1,0,0,0
B02275,53,12,2294,4,1,1,0,0,0
B02276,68,9,1033,4,1,5,0,0,1
B02277,75,8,3122,2,0,1,0,0,0
B02278,70,8,1049,3,0,1,0,0,0
B02279,93,10,2165,3,1,1,1,0,1
B02280,74,12,3943,9,1,1,0,0,1
B02281,82,26,2652,3,1,1,0,0,0
B02282,50,23,1535,3,1,1,0,0,0
B02283,58,267,4009,3,1,1,0,0,1
B02284,33,26,2916,1,1,1,0,0,0
B02285,89,6,4757,3,0,1,1,0,1
B02286,44,17,3948,4,1,1,0,0,0
B02287,61,29,3407,1,1,1,0,0,0
B02288,79,12,1343,3,1,1,0,0,0
B02289,50,27,3118,1,1,1,0,0,0
B02290,57,10,1433,2,1,1,0,0,0
B02291,74,23,3452,4,1,1,0,0,0
B02292,78,27,3494,2,1,1,0,0,0
B02293,56,22,4589,1,1,1,0,0,0
B02294,80,27,1396,3,1,1,0,0,0
B02295,67,14,1528,1,0,1,0,0,0
B02296,65,27,1122,2,1,1,0,0,0
B02297,63,5,1976,1,1,1,0,0,0
B02298,99,27,3096,2,1,1,0,0,0
B02299,53,9,3771,4,1,1,0,0,0
B02300,59,26,2605,4,1,1,0,0,0
B02301,51,28,2971,3,1,1,0,0,0
B02302,95,19,4120,3,1,1,1,0,1
B02303,57,1,2803,4,1,1,0,0,0
B02304,50,6,1574,2,1,1,0,0,0
B02305,77,24,3965,1,1,1,0,0,0
B02306,59,29,3183,1,1,1,0,0,0
B02307,73,25,3074,8,1,1,0,0,1
B02308,60,17,1211,4,1,1,0,0,0
B02309,61,15,3413,1,1,5,0,0,1
B02310,41,19,2111,2,0,1,0,0,0
B02311,65,27,3671,4,1,1,0,0,0
B02312,94,21,1947,2,1,1,0,0,0
B02313,28,5,4883,3,1,1,0,0,0
B02314,67,25,1981,4,1,1,0,0,0
B02315,68,3,1829,2,1,1,0,0,0
B02316,65,15,4982,1,1,1,0,0,0
B02317,91,19,3867,9,0,1,0,0,1
B02318,73,28,4647,3,1,1,0,0,0
B02319,64,10,1437,4,1,1,0,0,0
B02320,71,232,4960,1,1,1,0,0,1
B02321,72,27,2612,4,0,1,0,0,1
B02322,56,26,1250,3,1,1,0,0,0
B02323,65,16,2384,3,0,1,0,0,1
B02324,53,23,4073,3,1,1,0,0,0
B02325,74,9,3224,1,1,1,0,0,0
B02326,52,292,3783,2,0,1,0,0,1
B02327,61,23,1722,4,0,1,0,0,0
B02328,45,2,4478,4,0,1,0,0,0
B02329,29,22,1013,6,0,1,0,0,1
B02330,89,13,2283,4,1,1,0,0,0
B02331,62,10,4187,4,1,1,0,0,0
B02332,82,10,4914,1,1,1,0,0,0
B02333,42,13,4587,2,0,1,0,0,0
B02334,66,20,4887,2,1,1,0,0,0
B02335,90,20,2894,7,1,1,0,0,1
B02336,41,23,4926,1,1,1,0,0,0
B02337,76,7,2160,3,1,1,0,0,0
B02338,60,11,1259,3,1,1,0,0,0
B02339,64,1,1587,3,1,1,0,0,0
B02340,93,29,2972,2,1,1,0,0,0
B02341,78,28,1363,3,0,1,0,0,0
B02342,55,13,2817,3,1,1,0,0,0
B02343,57,6,1270,3,1,1,0,0,0
B02344,76,17,1887,1,1,1,0,0,0
B02345,94,10,3081,2,1,1,0,0,0
B02346,58,15,4417,4,1,1,0,0,0
B02347,57,22,3652,4,1,1,0,0,0
B02348,59,28,3252,3,1,3,0,0,1
B02349,55,3,1535,1,1,1,0,0,0
B02350,74,29,4120,4,1,1,0,0,0
B02351,86,17,2836,1,1,1,0,0,0
B02352,20,13,2455,2,1,1,0,0,0
B02353,89,7,2846,3,0,1,1,0,1
B02354,59,18,2681,3,1,1,0,0,0
B02355,67,2,4037,2,1,1,0,0,0
B02356,72,11,4986,4,0,1,0,0,0
B02357,46,27,4951,2,1,1,0,0,0
B02358,95,15,1752,4,1,1,0,0,0
B02359,65,18,3441,2,1,1,0,0,0
B02360,54,16,4395,1,1,1,0,0,0
B02361,56,13,2268,4,1,1,0,0,0
B02362,29,23,2036,2,1,1,0,0,0
B02363,64,23,2186,3,1,1,0,0,0
B02364,28,26,2776,4,1,1,0,0,0
B02365,36,6,2794,4,1,1,0,0,0
B02366,45,12,3495,8,1,1,0,0,1
B02367,62,17,4778,1,0,1,0,0,0
B02368,60,15,4910,2,1,1,0,0,0
B02369,73,26,4852,4,1,1,0,0,0
B02370,69,2,2029,2,1,1,0,0,0
B02371,94,28,4472,4,1,4,0,0,1
B02372,38,24,4296,7,1,1,0,0,1
B02373,69,9,4009,2,1,1,0,0,0
B02374,76,18,4484,4,1,1,0,0,0
B02375,73,17,3093,2,1,1,0,0,0
B02376,75,22,4855,1,1,1,0,0,0
B02377,70,6,3414,2,1,1,0,0,0
B02378,37,20,1951,3,0,1,0,0,0
B02379,41,6,3232,4,0,1,0,0,1
B02380,73,28,2821,2,1,1,0,0,0
B02381,42,10,4862,3,0,1,0,0,1
B02382,52,20,3680,2,1,1,0,0,0
B02383,95,15,3444,4,1,1,0,0,0
B02384,67,23,4842,4,0,1,0,0,0
B02385,99,24,2334,4,1,1,1,0,1
B02386,75,14,2198,2,1,1,0,0,0
B02387,63,28,3260,1,1,1,0,0,0
B02388,78,23,3945,1,1,1,0,0,0
B02389,69,25,1808,3,1,1,0,0,0
B02390,45,9,4138,3,1,1,0,0,0
B02391,72,8,2222,3,0,1,0,0,0
B02392,92,29,2335,4,1,1,0,0,0
B02393,48,9,1229,4,1,1,0,0,0
B02394,72,17,4090,2,1,1,0,0,0
B02395,94,21,3906,3,1,1,1,0,1
B02396,90,27,3143,2,1,1,0,0,0
B02397,99,13,1579,4,1,1,0,0,0
B02398,35,29,4500,3,1,1,0,0,0
B02399,76,15,4335,2,1,1,0,0,0
B02400,64,2,4376,4,1,1,0,0,0
B02401,71,13,4088,3,1,1,0,0,0
B02402,61,23,2825,3,1,1,0,0,0
B02403,91,10,4602,1,1,1,0,0,0
B02404,71,15,2358,3,1,1,0,0,0
B02405,71,15,2528,2,1,1,0,0,0
B02406,53,1,2187,1,1,1,0,0,0
B02407,64,19,1985,1,1,1,0,0,0
B02408,63,18,1058,3,1,1,0,0,0
B02409,74,10,2837,1,1,1,0,0,0
B02410,53,27,3400,1,1,1,0,0,0
B02411,72,10,4618,2,1,1,0,0,0
B02412,27,21,1759,3,1,1,0,0,0
B02413,71,28,3079,3,1,1,0,0,0
B02414,77,23,2126,2,1,1,0,0,0
B02415,47,5,1754,3,0,1,0,0,0
B02416,56,12,3961,2,1,1,0,0,0
B02417,73,28,2866,1,1,1,0,0,0
